id,category_id,technical_requirements,soft_skills,domain_knowledge,education_requirement,experience_level,project_experience
3591,19,"content, communication skills, target audience, marketing, social, media, product, brand, team, negotiation, sales, communication","communication skills, creative, time, initiative, marketing, relationship, responsibility, flexibility, team, brand, negotiation, sales, communication",unknown,unknown,unknown,"marketing, sales, brand, awareness"
3592,19,"brand, marketing, sales, team","time, marketing, brand, team, sales",unknown,unknown,unknown,"brand, marketing, sales"
3593,19,"market, digital, marketing, customer, performance, product, team, content, communication skills, sales enablement, marketing campaigns, sales, data, advertising, lead, upsell, competitive analysis, collaboration, competitive, revenue, pipeline, market trends","communication skills, storytelling, creative, collaboration, critical, marketing, customer, team, sales",unknown,unknown,unknown,"market, automation, digital, marketing, awareness, customer, sales, strategy"
3595,19,"seo, content, google analytics, advertising, conversion, lead generation, paid advertising, digital, marketing, google ads, performance, social, media, marketing campaigns, crm, brand, campaign, paid","analytical, marketing, strategic, brand",roi,unknown,unknown,"digital, marketing, marketing automation, brand, campaign"
3599,19,"data analysis, marketing, performance, digital marketing, revenue, marketing campaigns, team, campaign","feedback, marketing, team",unknown,unknown,unknown,"campaign, digital, marketing"
3600,19,"market, value proposition, collaboration, account management, lead, marketing, b2b, performance, customer, target, product, team, data, sales","analytical, creative, collaboration, leadership, feedback, marketing, customer, team, sales",pricing,unknown,unknown,"market, marketing, customer, sales, strategy"
3601,19,"market, digital, marketing, brand management, performance, customer, team, product, marketing campaigns, brand, sales, data, advertising, lead, trade, digital marketing, media, communication, collaboration, presentation skills, pipeline, market trends, campaign","analytical, storytelling, strategic, collaboration, presentation skills, marketing, customer, brand, team, sales, communication",unknown,unknown,unknown,"market, digital, marketing, customer, brand, campaign, sales, strategy"
3602,19,"market, conversion, google ads, marketing, performance, customer, product, facebook ads, market research, revenue growth, presentation, social, marketing campaigns, sales, customer segmentation, digital marketing, media, competitive analysis, communication, seo, customer acquisition, google analytics, email marketing, collaboration, data","strategic, collaboration, creative, marketing, presentation, customer, sales, communication",roi,unknown,unknown,"market, segmentation, marketing, digital, customer, sales"
3603,19,"collaboration, digital, customer segmentation, customer, performance, social, media, product, team, data, campaign, communication","collaboration, time, feedback, problem solving, customer, flexibility, team, analytical, communication",unknown,unknown,unknown,"campaign, digital, segmentation, customer"
3604,19,"market, conversion, digital, marketing, performance, marketing management, team, content, revenue growth, social, marketing campaigns, brand, email campaigns, media, communication, competitive, performance metrics, market trends, campaign","strategic, creative thinking, time, marketing, brand, team, brand awareness, analytical, communication",roi,master,unknown,"market, digital, marketing, awareness, brand, campaign"
3606,19,"revenue growth, competitive, customer, performance, revenue, brand, team, market trends, sales","analytical, goal, customer, problem solving, active, brand, team, sales","pricing, roi",unknown,unknown,"market, customer, brand, sales, strategy"
3607,19,"communication skills, market, collaboration, lead, marketing, customer, target, product, branding, sales, communication","communication skills, collaboration, marketing, customer, sales, communication",pricing,unknown,unknown,"market, marketing, customer, sales, strategy"
3608,19,"seo, market, lead, google ads, marketing, performance, digital marketing, product, team, competitive analysis","strategic, analytical thinking, leadership, marketing, team management, strategic thinking, team",unknown,unknown,unknown,"market, digital, marketing"
3609,19,"market, campaign management, digital, marketing, brand management, customer, performance, product, market research, social, marketing campaigns, brand, negotiation skills, data, lead, trade, digital marketing, media, communication, b2b, market trends","leadership, marketing, customer, brand, negotiation skills, analytical, communication",unknown,unknown,unknown,"market, digital, marketing, customer, brand, campaign, strategy"
3610,19,"powerpoint, marketing strategy, market, campaign management, digital, marketing, excel, marketing management, team, product, communication skills, brand, sales, media, competitive analysis, communication, collaboration, b2b, data, campaign","communication skills, problem, strategic, collaboration, time, marketing, brand, team, sales, communication",pricing,unknown,unknown,"market, digital, marketing, model, brand, campaign, sales, strategy"
3613,19,"communication skills, kpi, trade, marketing, customer, performance, team, data, sales, communication","communication skills, strategic, feedback, leadership, marketing, customer, team, sales, communication",pricing,unknown,unknown,"strategy, marketing, sales, customer"
3615,19,"content, communication skills, target audience, marketing, social, media, product, brand, team, negotiation, sales, communication","communication skills, creative, time, initiative, marketing, relationship, responsibility, flexibility, team, brand, negotiation, sales, communication",unknown,unknown,unknown,"marketing, sales, brand, awareness"
3616,19,"market, digital, marketing, customer, product, team, content, sales enablement, marketing campaigns, sales, data, lead, upsell, competitive analysis, communication, competitive, revenue, pipeline, market trends","marketing, customer, team, sales, communication",unknown,unknown,unknown,"market, automation, digital, marketing, awareness, customer, sales, strategy"
3617,19,"communication skills, digital, client, media, media planning, product","communication skills, strategic, time, responsibility, analytical",unknown,unknown,unknown,"digital, awareness, strategy"
3618,19,"marketing strategy, market, collaboration, lead generation, presentation skills, digital, marketing, competitive, b2b marketing, social, media, crm, revenue, product, team, brand, paid, sales","problem, collaboration, presentation skills, marketing, team, brand, brand awareness, sales",unknown,unknown,unknown,"market, automation, digital, marketing, awareness, brand, sales, strategy"
3620,19,"content, target audience, social, media, product, brand, team, sales, communication","creative, time, flexibility, team, brand, sales, communication",unknown,unknown,unknown,"sales, brand, awareness"
3621,19,"content, communication skills, target audience, marketing, social, media, product, brand, team, negotiation, sales, communication","communication skills, creative, time, initiative, marketing, relationship, responsibility, flexibility, team, brand, negotiation, sales, communication",unknown,unknown,unknown,"marketing, sales, brand, awareness"
3622,19,"content, communication skills, target audience, marketing, social, media, product, brand, team, negotiation, sales, communication","communication skills, creative, time, initiative, marketing, relationship, responsibility, flexibility, team, brand, negotiation, sales, communication",unknown,unknown,unknown,"marketing, sales, brand, awareness"
3623,19,"content, marketing strategy, communication skills, lead, excel, marketing, crm, product, team, data, value, sales","communication skills, sales, leadership, marketing, team, analytical",unknown,unknown,junior,"marketing, sales, strategy"
3624,19,"content, communication skills, target audience, marketing, social, media, product, brand, team, negotiation, sales, communication","communication skills, creative, time, initiative, marketing, relationship, responsibility, flexibility, team, brand, negotiation, sales, communication",unknown,unknown,unknown,"marketing, sales, brand, awareness"
3626,19,"market, marketing, client, crm, marketing campaigns, team, communication","creative, leadership, marketing, team, communication",unknown,unknown,unknown,"market, marketing, strategy"
3627,19,"advertising, collaboration, digital, marketing, performance, market trends, customer, social, product, brand, team, communication","collaboration, marketing, customer, responsibility, brand, team, communication",unknown,unknown,unknown,"market, digital, marketing, customer, brand"
3628,19,"content, target audience, lead, marketing, customer, performance, public relations, marketing campaigns, target, team, brand, campaign, sales, communication","sales, creative, marketing, customer, team, brand, brand awareness, communication, public",unknown,unknown,unknown,"marketing, awareness, customer, brand, campaign, sales, strategy"
3629,19,"communication skills, market, market research, lead, digital, marketing, competitive, customer, digital marketing, performance, social, media, product, brand, data, team, sales, communication","analytical, communication skills, time, critical, marketing, customer, active, brand, team, sales, communication",unknown,unknown,mid-level,"market, segmentation, marketing, digital, customer, model, brand, sales, strategy"
3631,19,"content, market, digital, marketing, social, media, brand, product, market trends, branding, sales, communication","strategic, creative, creative thinking, marketing, brand, brand awareness, sales, communication",unknown,unknown,unknown,"market, digital, marketing, awareness, brand, sales"
3633,19,"content, communication skills, lead, digital, marketing, competitive, performance, digital marketing, social, media, marketing campaigns, brand, performance metrics, team, communication","communication skills, storytelling, creative, marketing, brand, team, brand awareness, communication",unknown,unknown,unknown,"digital, marketing, awareness, brand, strategy"
3634,19,"communication skills, data analysis, conversion, marketing, brand, product, paid","communication skills, creative, marketing, brand, analytical",unknown,unknown,unknown,"marketing, brand"
3637,19,"google ads, marketing, performance, digital marketing, team, brand, campaign, paid","creative, marketing, brand, team, analytical","roi, digital marketing trends",unknown,unknown,"campaign, digital, marketing, brand"
3638,19,"seo, content, market, google analytics, google, marketing, competitive, performance, team, data","time, feedback, marketing, team, analytical",unknown,unknown,unknown,"market, marketing, strategy"
3641,19,"content, communication skills, target audience, marketing, social, media, product, brand, team, negotiation, sales, communication","communication skills, creative, time, initiative, marketing, relationship, responsibility, flexibility, team, brand, negotiation, sales, communication",unknown,unknown,unknown,"marketing, sales, brand, awareness"
3643,19,"content, communication skills, target audience, marketing, social, media, product, brand, team, negotiation, sales, communication","communication skills, creative, time, initiative, marketing, relationship, responsibility, flexibility, team, brand, negotiation, sales, communication",unknown,unknown,unknown,"marketing, sales, brand, awareness"
3644,19,"content, communication skills, target audience, marketing, social, media, product, brand, team, negotiation, sales, communication","communication skills, creative, time, initiative, marketing, relationship, responsibility, flexibility, team, brand, negotiation, sales, communication",unknown,unknown,unknown,"marketing, sales, brand, awareness"
3645,19,"content, communication skills, target audience, marketing, social, media, product, brand, team, negotiation, sales, communication","communication skills, creative, time, initiative, marketing, relationship, responsibility, flexibility, team, brand, negotiation, sales, communication",unknown,unknown,unknown,"marketing, sales, brand, awareness"
3646,19,"content, communication skills, target audience, marketing, social, media, product, brand, team, negotiation, sales, communication","communication skills, creative, time, initiative, marketing, relationship, responsibility, flexibility, team, brand, negotiation, sales, communication",unknown,unknown,unknown,"marketing, sales, brand, awareness"
3648,19,"content, target audience, social, media, product, brand, team, sales, communication","creative, time, flexibility, team, brand, sales, communication",unknown,unknown,unknown,"sales, brand, awareness"
3649,19,"marketing strategy, market, digital, marketing, customer, target, product, team, product launches, content, communication skills, social, event, paid, sales, lead, media, upsell, value, collaboration, competitive, revenue, data, campaign","problem, communication skills, collaboration, marketing, customer, team, sales",unknown,unknown,unknown,"market, automation, digital, marketing, customer, campaign, sales, strategy"
3650,19,"conversion, digital, marketing, customer, performance, product, team, social, crm, paid, sales, lead, media, communication, collaboration, email, presentation skills, competitive, revenue, pipeline, b2b marketing","problem, strategic, collaboration, presentation skills, marketing, customer, team, sales, communication",marketing funnel,unknown,unknown,"automation, digital, marketing, customer, sales, strategy"
3651,19,"content, communication skills, target audience, marketing, social, media, product, brand, team, negotiation, sales, communication","communication skills, creative, time, initiative, marketing, relationship, responsibility, flexibility, team, brand, negotiation, sales, communication",unknown,unknown,unknown,"marketing, sales, brand, awareness"
3652,19,"content, communication skills, target audience, marketing, social, media, product, brand, team, negotiation, sales, communication","communication skills, creative, time, initiative, marketing, relationship, responsibility, flexibility, team, brand, negotiation, sales, communication",unknown,unknown,unknown,"marketing, sales, brand, awareness"
3653,19,"content, communication skills, target audience, marketing, social, media, product, brand, team, negotiation, sales, communication","communication skills, creative, time, initiative, marketing, relationship, responsibility, flexibility, team, brand, negotiation, sales, communication",unknown,unknown,unknown,"marketing, sales, brand, awareness"
3655,19,"market, digital, marketing, customer, performance, product, team, content, communication skills, sales enablement, marketing campaigns, sales, data, advertising, lead, upsell, competitive analysis, collaboration, competitive, revenue, pipeline, market trends","communication skills, storytelling, creative, collaboration, critical, marketing, customer, team, sales",unknown,unknown,unknown,"market, automation, digital, marketing, awareness, customer, sales, strategy"
3656,19,"marketing strategy, market, digital, marketing, customer, target, product, team, product launches, content, communication skills, social, event, paid, sales, lead, media, upsell, value, collaboration, competitive, revenue, data, campaign","analytical, problem, communication skills, collaboration, marketing, customer, team, sales",unknown,unknown,unknown,"market, automation, digital, marketing, customer, campaign, sales, strategy"
3657,19,"content, social, media, product, brand, team, sales","team, sales, brand, time",unknown,unknown,unknown,"sales, brand, awareness"
3660,19,"content, communication skills, target audience, marketing, social, media, product, brand, team, negotiation, sales, communication","communication skills, creative, time, initiative, marketing, relationship, responsibility, flexibility, team, brand, negotiation, sales, communication",unknown,unknown,unknown,"marketing, sales, brand, awareness"
3664,20,"service, customer service, live, customer, product","service, communication, customer",unknown,unknown,unknown,"service, customer"
3665,20,"service, support, live, knowledge, customer, crm, customer experience, positive, first","communication skills, service, attention, customer, positive",unknown,unknown,unknown,"service, support, track, tracking, customer, crm"
3667,20,"service, support, customer, problem solving, crm, customer experience, product","accountability, communication skills, service, collaboration, time, resilience, customer, problem solving, responsibility, communication",unknown,master,unknown,"service, support, customer, crm, resolution, analysis"
3669,20,"customer relations, service quality, feedback, email, customer, social, customer complaints, written, customer satisfaction, verbal communication","service, feedback, initiative, customer, written, verbal communication",unknown,unknown,unknown,"feedback, complaint, service, customer"
3670,20,"support, customer support, written communication, customer complaints, verbal","interpersonal skills, written communication, customer, communication, verbal",unknown,unknown,unknown,"track, support, tracking, customer"
3671,20,"service, customer service, knowledge, customer, issue, written","service, time, attention, customer, written",unknown,bachelor,junior,"service, customer"
3673,20,"service, customer service","service, interpersonal skills, customer, attention to detail, communication",unknown,unknown,unknown,"service, customer"
3674,20,"account, customer service, teamwork, written communication, customer, active","service, teamwork, written communication, customer, active",unknown,unknown,unknown,"service, tracking, customer"
3675,20,"cx, service, support, email, knowledge, customer, customer loyalty, crm, social, customer experience, product","service, customer",unknown,unknown,unknown,"service, support, creation, customer, crm"
3676,20,"support, customer support, customer service, teamwork, email, user, knowledge, customer, troubleshooting, customer experience, product, issue resolution","service, teamwork, user, customer, time management",unknown,unknown,unknown,"service, support, tracking, customer, resolution, complaint"
3677,20,"teamwork, customer service, customer, social, customer satisfaction","communication skills, service, time, teamwork, customer, communication",unknown,unknown,unknown,"service, customer"
3678,20,"phone, written, knowledge, verbal","written, collaboration, verbal",unknown,phd,unknown,unknown
3680,20,"crm, email, customer experience, knowledge","time, communication, customer",unknown,unknown,mid-level,"crm, analysis, customer"
3682,20,"crm, user, support, customer","customer, user, communication",unknown,unknown,mid-level,"crm, support, analysis, customer"
3683,20,"customer inquiries, service, knowledge, client, customer, customer satisfaction","service, time, client, responsibility, customer",unknown,unknown,unknown,"service, tracking, customer"
3684,20,"problem, escalation, support, customer service, product knowledge, customer support, written communication, knowledge, troubleshooting, product, first","problem, communication skills, service, time, written communication, customer, stress, communication",unknown,unknown,unknown,"track, service, support, customer"
3685,20,"customer relations, customer service, written communication, feedback, customer, customer complaints, social, csat, nps, customer experience, customer satisfaction, verbal","service, written communication, feedback, customer, communication, verbal",customer satisfaction metrics,unknown,junior,"service, feedback, tracking, customer, nps, complaint"
3686,20,"support, customer service, user, knowledge, customer","user, service, customer",unknown,unknown,unknown,"service, support, customer"
3690,20,"service, support, customer support, knowledge, customer, written, phone","service, time, customer, responsibility, written",unknown,unknown,unknown,"service, support, customer"
3691,20,"customer onboarding, customer feedback, support, customer journey, feedback, live, user, knowledge, customer, social, active, customer experience, product, customer satisfaction, soft","accountability, feedback, user, customer, responsibility, active, communication",ticket,master,unknown,"support, ticket, feedback, creation, customer"
3692,20,"support, email, customer, first, phone","communication skills, communication, customer",ticket,unknown,unknown,"ticket, support, customer"
3695,20,"knowledge, customer, crm, written, positive","accountability, communication skills, collaboration, attention, trust, customer, time management, written, positive, communication",unknown,bachelor,unknown,"crm, analysis, customer"
3697,20,"problem, empathetic, service, teamwork, customer service, professionalism, knowledge, client, customer, product, positive, verbal","problem, service, teamwork, attention, time, trust, professionalism, customer, client, interpersonal, positive, stress, verbal",unknown,unknown,unknown,"resolution, service, customer"
3698,20,"csat, net, nps",unknown,unknown,unknown,unknown,nps
3699,20,"customer relations, service, customer complaints, written, verbal","service, customer, written, communication, verbal",unknown,unknown,unknown,"service, customer"
3700,20,"problem, service, support, relationship, client, customer, customer experience, customer satisfaction","problem, service, initiative, relationship, client, customer, responsibility",unknown,bachelor,unknown,"service, support, customer"
3701,20,"customer relationship, customer relations, support, customer","time, relationship, customer, responsibility, communication",unknown,unknown,unknown,"support, customer"
3702,20,"support, customer service, customer, crm, written, product, customer satisfaction, positive","service, collaboration, customer, attention to detail, written, positive, communication",unknown,unknown,unknown,"crm, service, support, customer"
3703,20,"service, support, teamwork, feedback, live, problem solving, customer experience, first","service, teamwork, time, feedback, problem solving, customer, communication",unknown,unknown,unknown,"feedback, service, support, customer"
3705,20,"empathetic, customer inquiries, knowledge base, customer support, email, feedback, troubleshoot, customer, written, phone","collaboration, feedback, customer, written, communication",unknown,unknown,unknown,"resolution, support, feedback, customer"
3706,20,"customer, knowledge base, support, customer support","time, communication, customer",ticket,unknown,unknown,"ticket, support, tracking, customer"
3709,20,"escalation, salesforce, support, teamwork, customer, active, issue, customer experience, issue resolution, product, zendesk, first","accountability, collaboration, time, teamwork, customer, empathy, active, communication",unknown,unknown,unknown,"support, track, customer, resolution, analysis"
3711,20,"customer satisfaction, service, customer","service, time, customer, responsibility, time management, attention to detail",unknown,unknown,unknown,"service, customer"
3712,20,"support, customer support, feedback, customer, customer experience, product","feedback, interpersonal skills, communication, customer",unknown,unknown,junior,"feedback, support, analysis, customer"
3717,20,"customer support, email, knowledge, client, crm, active, written, soft skills, phone","time, empathy, responsibility, client, customer, active, written",unknown,unknown,mid-level,"crm, support, customer"
3719,20,"customer inquiries, support, account management, customer service, email, user, professionalism, troubleshoot, customer, knowledge, written, customer satisfaction, first, multitasking","service, user, professionalism, customer, written, multitasking, communication",unknown,unknown,unknown,"service, support, customer"
3721,20,"customer service, relationship building, live, knowledge, customer, social, positive","service, collaboration, interpersonal skills, relationship building, initiative, customer, attention to detail, positive, communication",unknown,unknown,unknown,"tool, service, customer"
3723,20,"service, support, troubleshoot, customer, troubleshooting, written, positive, first, verbal","communication skills, service, collaboration, adaptability, customer, interpersonal, written, positive, communication, verbal",unknown,unknown,junior,"service, support, customer"
3724,20,"customer service, feedback, written communication, professionalism, knowledge, client, social, verbal, crm, customer experience, customer satisfaction, feedback collection, customer relationship","communication skills, service, adaptability, feedback, written communication, relationship, professionalism, customer, client, verbal, empathy, task, communication",unknown,unknown,junior,"service, feedback, customer, crm, analysis"
3725,20,"email, support, conflict resolution","conflict resolution, interpersonal skills",unknown,unknown,unknown,"resolution, support"
3727,20,"salesforce, crm, customer",customer,unknown,unknown,unknown,"crm, workflow, customer"
3728,20,"escalation, customer feedback, support, teamwork, user, knowledge, customer, troubleshooting, customer experience, product","collaboration, interpersonal skills, teamwork, customer focus, feedback, user, empathy, customer, responsibility, task, communication",unknown,unknown,unknown,"support, feedback, track, tracking, customer, analysis"
3729,20,"customer feedback, support, teamwork, user, customer, customer loyalty, customer satisfaction, positive","communication skills, teamwork, feedback, user, customer, positive",unknown,unknown,unknown,"feedback, support, customer"
3731,20,"customer inquiries, customer service, email, relationship, customer, problem solving, active, crm, written, product, customer satisfaction, positive, phone","communication skills, service, relationship, customer, problem solving, active, written, positive, stress",unknown,bachelor,unknown,"crm, service, tracking, customer"
3732,20,"customer journey, email, knowledge, customer, customer retention, crm, product, salesforce, response","time, customer",unknown,unknown,unknown,"crm, tracking, customer"
3733,20,"customer service, relationship building, knowledge, customer, positive","service, collaboration, interpersonal skills, relationship building, customer, attention to detail, positive, communication",unknown,unknown,unknown,"service, customer"
3734,20,"support, customer service, email, knowledge, customer, issue, written, product, verbal","service, customer, attention to detail, written, communication, verbal",unknown,unknown,unknown,"service, support, customer"
3736,20,"customer relations, service, customer journey, customer, customer complaints, crm, social, customer experience, customer satisfaction, first","communication skills, service, customer",unknown,unknown,unknown,"crm, service, customer"
3737,20,"crm, customer","time, customer",ticket,unknown,unknown,"customer, ticket, crm, track"
3756,20,"service, support, customer journey, feedback, service requests, customer interaction, crm, customer loyalty, customer satisfaction, first","accountability, service, time, feedback, customer",unknown,unknown,junior,"service, support, feedback, customer, crm"
3759,21,"lean manufacturing, preventive, erp systems, 5s, cad, manufacturing engineering, manufacturing processes, quality control, engineering, iso, quality, work, process, manufacturing, root, production, iso 9001","communication skills, organization, problem solving, lean, team, process, production",total,bachelor,unknown,"improvement, 5s, quality, product, audit, lean, plan, report, production, control"
3761,21,"kaizen, engineering, quality control, work, quality, process","analytical thinking, organization, responsibility, team, process, communication",unknown,unknown,unknown,"line, quality, control"
3763,21,"six sigma, solidworks, production planning, root cause analysis, quality, production, lean manufacturing, statistical, equipment, safety, kaizen, continuous improvement, downtime, lean, work, manufacturing, autocad, engineering, manufacturing processes, sap, technical, oee, process","documentation, communication skills, analytical thinking, organization, planning, production planning, safety, continuous, lean, team, process, production, analytical",six,unknown,unknown,"project, machine, lean, quality, improve, production, improvement"
3766,21,"preventive maintenance, kaizen, equipment, factory, engineering, safety, plant, work","responsibility, communication, team, safety",unknown,unknown,unknown,"report, product, plan, improvement"
3767,21,autocad,unknown,unknown,unknown,unknown,unknown
3769,21,"production, lean, material, process","analytical thinking, problem solving, lean, team, process, production",unknown,unknown,unknown,"improve, production, lean, improvement"
3770,21,"process, equipment, engineering, manufacturing processes, work, assembly, manufacturing, production","communication skills, planning, team, process, production",unknown,unknown,unknown,"plan, production, product, assembly"
3771,21,"production engineer, engineering, safety, iso, quality, work, assembly, production, iso 9001","safety, responsibility, team, production, communication",unknown,master,unknown,"production, line, quality, assembly"
3773,21,"manufacturing engineer, cnc, engineering, production planning, technical, erp, quality, material, manufacturing, production","production planning, production, documentation, time",unknown,unknown,unknown,"quality, line, production, product"
3774,21,"kaizen, equipment, engineering, technical, work, quality","responsibility, communication skills, team, analytical thinking",unknown,unknown,unknown,"improve, report, quality, product"
3775,21,"statistical, six sigma, equipment, engineering, sap, inventory, standard, industrial, spc, work, material, process, manufacturing, production","communication skills, time, planning, problem solving, troubleshooting, process, production, analytical",six,unknown,unknown,"project, product, plan, report, production, control"
3778,21,"statistical, equipment, engineering, safety, technical, supply chain, work, capacity, process, quality, manufacturing","safety, team, process, analytical, communication",unknown,phd,unknown,"improve, improvement, quality, product"
3780,21,"equipment, engineering, quality control, technical, industrial, work, assembly, manufacturing, production",production,unknown,bachelor,unknown,"project, quality, assembly, production, control"
3784,21,"equipment, engineering, quality control, continuous improvement, tolerance, technical, quality assurance, erp, quality, lean, process, root, production","communication skills, continuous, lean, process, production, communication",unknown,unknown,mid-level,"control, quality, lean, report, production, improvement"
3785,21,"engineering, factory, solidworks",task,unknown,unknown,unknown,"machine, line, improvement"
3786,21,"engineering, production","communication skills, time, planning, production, analytical",unknown,unknown,unknown,"product, report, line, production, improvement"
3787,21,"engineering, work, process","process, communication, team, time",unknown,unknown,unknown,product
3788,21,"engineering, technical, quality, work, production","communication skills, analytical thinking, planning, team, production",unknown,unknown,unknown,"plan, quality, production, product"
3789,21,"factory, engineering, technical, quality, manufacturing, production, iso 9001","analytical thinking, attention, planning, problem solving, production, communication",unknown,unknown,mid-level,"production, quality, improvement"
3791,21,"equipment, engineering, technical, industrial, continuous, work, cycle, material, manufacturing","continuous, documentation, team, time",unknown,unknown,unknown,unknown
3792,21,"equipment, factory, engineering, manufacturing processes, safety, technical, quality assurance, industrial, supply chain, work, process, occupational, production","accountability, communication skills, resilience, time, analytical thinking, organization, critical, safety, problem solving, responsibility, team, process, production, documentation",unknown,bachelor,unknown,"quality, product, improve, line, production, improvement"
3793,21,"manufacturing engineer, cnc, engineering, production planning, quality, material, process","production planning, time, process",unknown,unknown,unknown,"plan, production, quality, control"
3794,21,"automation, engineering, safety, technical, work, process","planning, safety, process, documentation, communication",unknown,unknown,unknown,"project, product"
3796,21,"engineering, quality, work, material, production","communication skills, organization, responsibility, time management, team, production, analytical",unknown,master,unknown,"project, quality, line, production, control"
3800,21,"preventive, industrial engineering, process, engineering, quality control, quality assurance, occupational safety, continuous, iso, work, quality, material, iso 9001","communication skills, initiative, safety, continuous, attention to detail, team, process, documentation, communication",unknown,unknown,unknown,"improvement, project, quality, product, plan, control"
3803,21,"engineering, occupational safety, industrial, process improvement, quality, work, production schedule, production","time, organization, safety, process, production, communication",unknown,unknown,unknown,"quality, report, production, improvement"
3805,21,"equipment, solidworks, engineering, quality, manufacturing, production engineering, production","decision making, problem solving, responsibility, production, analytical, communication",unknown,bachelor,unknown,"quality, line, production"
3809,21,"production engineer, engineering, production efficiency, sap, safety, tpm, iso, quality, work, process, occupational, production","time, planning, safety, team, process, production, communication",unknown,unknown,unknown,"quality, utilization, plan, report, line, production, improvement"
3810,21,"engineering, quality, process, cycle, iso 9001","planning, documentation, communication, process",unknown,unknown,unknown,"control, project, quality, product"
3811,21,"industrial engineer, industrial engineering, 5s, kaizen, oee, process improvement, lean, manufacturing, production","production, lean, team, process",unknown,unknown,unknown,"production, 5s, lean, improvement"
3812,21,"manufacturing, engineering, work, cad","analytical, team, communication",unknown,unknown,unknown,"project, product"
3813,21,"equipment, engineering, tolerance, technical, industrial, continuous, work, cycle, manufacturing","time, continuous, team, stress, documentation",unknown,unknown,unknown,"simulation, machine"
3814,21,"cad, engineering, sap, technical, work, manufacturing, production","production, documentation, team",unknown,unknown,unknown,production
3815,21,"machining, equipment, engineering, quality control, continuous improvement, safety, quality assurance, work, quality, production","communication skills, safety, attention to detail, continuous, team, production",unknown,unknown,unknown,"improvement, quality, production, control"
3817,21,"industrial engineer, industrial engineering, process, erp systems, process optimization, continuous improvement, safety, industrial, continuous, work, plant, material, quality, lean, manufacturing, production","adaptability, safety, time management, continuous, attention to detail, lean, team, process, production, analytical, communication",unknown,master,unknown,"quality, lean, production, improvement"
3818,21,"industrial engineering, engineering, oee, industrial, quality, process, manufacturing, process documentation, production","responsibility, production, documentation, process",unknown,unknown,unknown,"improvement, machine, quality, improve, plan, production, control"
3819,21,"lean manufacturing, preventive, kaizen, process optimization, continuous improvement, engineering, root cause analysis, sap, standard, safety, tpm, quality, material, process, work, lean, production, iso 9001","communication skills, safety, continuous, lean, team, process, production",unknown,bachelor,unknown,"quality, product, lean, improve, plan, report, production, improvement"
3821,21,"iso, sap",problem,unknown,unknown,unknown,unknown
3823,21,"equipment, engineering, technical, tpm, plant, quality, work, root, production","organization, responsibility, troubleshooting, team, production, communication",unknown,master,unknown,"production, machine, line, quality"
3827,21,"automation, factory, engineering, technical, process","planning, time management, team, process, communication",unknown,unknown,unknown,product
3828,21,"engineering, technical, continuous, work, material, manufacturing, robotics","communication skills, problem solving, continuous, team, stress, analytical, communication",unknown,master,junior,"improve, plan, project"
3829,21,"automation, engineering, safety, technical, industrial, quality, lean, process","communication skills, safety, responsibility, lean, team, process, documentation, analytical",unknown,unknown,unknown,"project, quality, lean, product, line"
3830,21,"statistical, engineering, quality control, safety, technical, quality assurance, spc, plant, quality, manufacturing, production","analytical, communication skills, safety, problem solving, attention to detail, team, production, documentation, communication",unknown,unknown,unknown,"quality, product, improve, report, production, control"
3836,21,"industrial engineering, preventive, production planning, continuous improvement, production efficiency, engineering, sap, work, capacity, plant, material, production","production planning, planning, continuous, team, production, analytical",unknown,unknown,unknown,"product, utilization, improve, plan, line, production, improvement"
3837,21,"engineering, plant","attention, planning, initiative, team",unknown,master,unknown,"project, product"
3838,21,"production engineer, occupational, engineering, safety, work, quality, plant, material, manufacturing, production","responsibility, production, analytical, safety",unknown,unknown,unknown,"quality, production, plan, utilization"
3839,21,"cad, engineering, technical, industrial, work","analytical, time",unknown,phd,unknown,line
3840,21,"preventive, lean manufacturing, process, kaizen, supply, 5s, engineering, safety, technical, continuous, industrial, plant, quality, work, autocad, production","communication skills, time, critical, safety, continuous, lean, team, process, production",unknown,bachelor,unknown,"5s, lean, quality, product, plan, production, improvement"
3841,21,"statistical, equipment, engineering, quality control, safety, technical, quality assurance, continuous, spc, plant, work, process, quality, manufacturing, production","analytical, communication skills, time, safety, responsibility, continuous, attention to detail, team, process, production, documentation",unknown,unknown,unknown,"project, quality, product, audit, plan, production, control"
3843,21,"5s, six sigma, solidworks, quality, assembly, cycle, production, lean manufacturing, production engineer, equipment, factory, kaizen, cad, continuous improvement, process improvement, lean, work, manufacturing, process documentation, autocad, engineering, manufacturing processes, industrial, process","time, organization, responsibility, continuous, lean, team, process, workflow, production, documentation",six,unknown,unknown,"5s, lean, product, assembly, quality, plan, line, production, improvement"
3844,21,"engineering, technical, industrial, work, process","communication skills, planning, attention to detail, team, process, analytical",unknown,unknown,unknown,"line, project"
3846,21,"engineering, work, standard","team, time",unknown,unknown,unknown,unknown
3847,21,"kaizen, engineering, root cause analysis, continuous improvement, inventory, safety, technical, quality, material, process, work, manufacturing, production","time, organization, planning, problem solving, safety, continuous, team, process, production",unknown,master,unknown,"project, quality, product, improve, plan, production, improvement"
3849,21,"engineering, production, process","production, process",unknown,unknown,mid-level,"production, product"
